DATE,BAMLCC0A0CMTRIV
1987-05-12,343.35
1987-05-13,343.09
1987-05-14,343.25
1987-05-15,340.98
1987-05-18,340.39
1987-05-19,340.63
1987-05-20,338.27
1987-05-21,338.64
1987-05-22,339.08
1987-05-25,.
1987-05-26,342.01
1987-05-27,343.18
1987-05-28,342.80
1987-05-29,344.19
1987-05-31,344.37
1987-06-01,345.65
1987-06-02,342.64
1987-06-03,342.58
1987-06-04,343.80
1987-06-05,344.73
1987-06-08,344.93
1987-06-09,344.84
1987-06-10,345.94
1987-06-11,345.82
1987-06-12,348.19
1987-06-15,349.54
1987-06-16,349.67
1987-06-17,349.92
1987-06-18,349.77
1987-06-19,349.83
1987-06-22,350.88
1987-06-23,351.42
1987-06-24,350.85
1987-06-25,350.96
1987-06-26,349.96
1987-06-29,349.68
1987-06-30,349.72
1987-07-01,349.59
1987-07-02,350.37
1987-07-03,.
1987-07-06,351.39
1987-07-07,351.46
1987-07-08,351.59
1987-07-09,350.98
1987-07-10,351.06
1987-07-13,351.28
1987-07-14,351.28
1987-07-15,350.42
1987-07-16,350.71
1987-07-17,351.41
1987-07-20,350.90
1987-07-21,350.76
1987-07-22,349.58
1987-07-23,348.72
1987-07-24,348.58
1987-07-27,348.62
1987-07-28,348.43
1987-07-29,348.37
1987-07-30,348.11
1987-07-31,347.97
1987-08-03,347.00
1987-08-04,346.25
1987-08-05,346.72
1987-08-06,346.96
1987-08-07,347.27
1987-08-10,347.59
1987-08-11,347.71
1987-08-12,347.92
1987-08-13,348.75
1987-08-14,349.30
1987-08-17,349.92
1987-08-18,348.91
1987-08-19,348.11
1987-08-20,347.98
1987-08-21,348.06
1987-08-24,348.26
1987-08-25,348.70
1987-08-26,348.80
1987-08-27,347.76
1987-08-28,345.98
1987-08-31,345.18
1987-09-01,345.44
1987-09-02,342.36
1987-09-03,341.88
1987-09-04,341.62
1987-09-07,.
1987-09-08,339.88
1987-09-09,339.23
1987-09-10,339.47
1987-09-11,340.39
1987-09-14,340.52
1987-09-15,339.46
1987-09-16,339.12
1987-09-17,338.97
1987-09-18,339.40
1987-09-21,339.94
1987-09-22,339.64
1987-09-23,340.06
1987-09-24,340.29
1987-09-25,338.72
1987-09-28,338.93
1987-09-29,337.94
1987-09-30,336.77
1987-10-01,336.55
1987-10-02,335.80
1987-10-05,336.86
1987-10-06,335.98
1987-10-07,336.73
1987-10-08,336.39
1987-10-09,334.91
1987-10-12,334.90
1987-10-13,335.67
1987-10-14,336.12
1987-10-15,333.16
1987-10-16,332.46
1987-10-19,330.62
1987-10-20,340.50
1987-10-21,340.69
1987-10-22,343.73
1987-10-23,343.93
1987-10-26,346.03
1987-10-27,344.34
1987-10-28,345.25
1987-10-29,345.89
1987-10-30,346.68
1987-10-31,346.77
1987-11-02,345.98
1987-11-03,347.88
1987-11-04,348.46
1987-11-05,351.93
1987-11-06,350.89
1987-11-09,351.28
1987-11-10,351.20
1987-11-11,351.21
1987-11-12,351.61
1987-11-13,351.59
1987-11-16,352.36
1987-11-17,352.58
1987-11-18,352.77
1987-11-19,352.84
1987-11-20,353.51
1987-11-23,354.67
1987-11-24,354.71
1987-11-25,353.01
1987-11-26,.
1987-11-27,351.57
1987-11-30,352.43
1987-12-01,352.47
1987-12-02,352.56
1987-12-03,353.68
1987-12-04,353.82
1987-12-07,353.36
1987-12-08,352.92
1987-12-09,352.24
1987-12-10,349.57
1987-12-11,348.33
1987-12-14,348.59
1987-12-15,350.54
1987-12-16,352.02
1987-12-17,352.91
1987-12-18,354.97
1987-12-21,355.08
1987-12-22,355.15
1987-12-23,355.42
1987-12-24,357.59
1987-12-25,.
1987-12-28,356.66
1987-12-29,356.00
1987-12-30,357.24
1987-12-31,357.67
1988-01-01,.
1988-01-04,358.79
1988-01-05,359.34
1988-01-06,358.77
1988-01-07,357.54
1988-01-08,355.97
1988-01-11,356.81
1988-01-12,357.04
1988-01-13,357.35
1988-01-14,357.92
1988-01-15,361.30
1988-01-18,362.86
1988-01-19,362.47
1988-01-20,362.74
1988-01-21,364.51
1988-01-22,364.80
1988-01-25,365.68
1988-01-26,364.74
1988-01-27,368.02
1988-01-28,369.98
1988-01-29,371.18
1988-01-31,371.37
1988-02-01,372.70
1988-02-02,373.70
1988-02-03,373.77
1988-02-04,373.00
1988-02-05,375.02
1988-02-08,374.67
1988-02-09,374.55
1988-02-10,375.21
1988-02-11,374.56
1988-02-12,373.52
1988-02-15,.
1988-02-16,372.66
1988-02-17,372.90
1988-02-18,373.00
1988-02-19,373.20
1988-02-22,373.58
1988-02-23,374.86
1988-02-24,375.01
1988-02-25,376.10
1988-02-26,376.16
1988-02-29,377.61
1988-03-01,377.96
1988-03-02,378.20
1988-03-03,378.56
1988-03-04,376.31
1988-03-07,376.26
1988-03-08,375.42
1988-03-09,375.56
1988-03-10,375.60
1988-03-11,375.58
1988-03-14,375.90
1988-03-15,376.10
1988-03-16,375.28
1988-03-17,375.99
1988-03-18,376.34
1988-03-21,373.68
1988-03-22,373.81
1988-03-23,373.79
1988-03-24,372.92
1988-03-25,373.51
1988-03-28,373.21
1988-03-29,373.32
1988-03-30,373.39
1988-03-31,373.31
1988-04-01,.
1988-04-04,371.70
1988-04-05,371.58
1988-04-06,371.82
1988-04-07,373.70
1988-04-08,373.91
1988-04-11,374.48
1988-04-12,374.17
1988-04-13,374.38
1988-04-14,372.19
1988-04-15,371.52
1988-04-18,370.43
1988-04-19,370.45
1988-04-20,369.32
1988-04-21,370.08
1988-04-22,370.55
1988-04-25,370.99
1988-04-26,371.37
1988-04-27,371.45
1988-04-28,370.50
1988-04-29,369.51
1988-04-30,369.61
1988-05-02,369.73
1988-05-03,369.75
1988-05-04,370.05
1988-05-05,370.06
1988-05-06,370.07
1988-05-09,369.67
1988-05-10,369.63
1988-05-11,369.22
1988-05-12,368.75
1988-05-13,369.69
1988-05-16,369.39
1988-05-17,368.36
1988-05-18,366.88
1988-05-19,366.26
1988-05-20,367.07
1988-05-23,366.13
1988-05-24,366.27
1988-05-25,366.48
1988-05-26,366.30
1988-05-27,366.13
1988-05-30,.
1988-05-31,366.81
1988-06-01,369.03
1988-06-02,369.93
1988-06-03,369.89
1988-06-06,370.83
1988-06-07,370.99
1988-06-08,371.74
1988-06-09,372.63
1988-06-10,372.27
1988-06-13,373.26
1988-06-14,376.64
1988-06-15,377.58
1988-06-16,375.33
1988-06-17,372.77
1988-06-20,372.04
1988-06-21,372.36
1988-06-22,374.57
1988-06-23,375.97
1988-06-24,376.49
1988-06-27,376.32
1988-06-28,376.17
1988-06-29,377.31
1988-06-30,376.66
1988-07-01,377.09
1988-07-04,.
1988-07-05,377.26
1988-07-06,377.41
1988-07-07,375.47
1988-07-08,374.25
1988-07-11,374.33
1988-07-12,374.53
1988-07-13,374.47
1988-07-14,373.07
1988-07-15,374.06
1988-07-18,373.24
1988-07-19,373.27
1988-07-20,373.45
1988-07-21,373.51
1988-07-22,373.97
1988-07-25,374.61
1988-07-26,374.86
1988-07-27,375.09
1988-07-28,374.85
1988-07-29,376.19
1988-07-31,376.38
1988-08-01,376.94
1988-08-02,378.31
1988-08-03,379.34
1988-08-04,380.16
1988-08-05,378.89
1988-08-08,379.20
1988-08-09,377.58
1988-08-10,376.43
1988-08-11,374.60
1988-08-12,374.71
1988-08-15,374.67
1988-08-16,374.61
1988-08-17,374.56
1988-08-18,375.06
1988-08-19,375.19
1988-08-22,375.52
1988-08-23,375.62
1988-08-24,375.92
1988-08-25,374.47
1988-08-26,375.27
1988-08-29,376.32
1988-08-30,377.09
1988-08-31,378.88
1988-09-01,378.89
1988-09-02,383.84
1988-09-05,.
1988-09-06,383.56
1988-09-07,384.38
1988-09-08,384.42
1988-09-09,384.65
1988-09-12,385.30
1988-09-13,385.32
1988-09-14,386.39
1988-09-15,385.94
1988-09-16,385.96
1988-09-19,386.09
1988-09-20,385.65
1988-09-21,386.32
1988-09-22,386.25
1988-09-23,385.67
1988-09-26,386.11
1988-09-27,385.98
1988-09-28,384.79
1988-09-29,384.66
1988-09-30,387.49
1988-10-03,388.14
1988-10-04,388.55
1988-10-05,388.61
1988-10-06,388.78
1988-10-07,391.28
1988-10-10,391.53
1988-10-11,390.66
1988-10-12,389.88
1988-10-13,389.93
1988-10-14,389.86
1988-10-17,390.70
1988-10-18,391.11
1988-10-19,391.30
1988-10-20,390.99
1988-10-21,391.50
1988-10-24,391.10
1988-10-25,391.15
1988-10-26,391.99
1988-10-27,392.78
1988-10-28,393.57
1988-10-31,393.74
1988-11-01,394.60
1988-11-02,394.36
1988-11-03,394.51
1988-11-04,393.53
1988-11-07,392.32
1988-11-08,392.04
1988-11-09,391.52
1988-11-10,391.43
1988-11-11,391.54
1988-11-14,391.64
1988-11-15,391.74
1988-11-16,391.29
1988-11-17,390.91
1988-11-18,389.85
1988-11-21,390.57
1988-11-22,389.82
1988-11-23,389.91
1988-11-24,.
1988-11-25,388.63
1988-11-28,389.03
1988-11-29,389.75
1988-11-30,390.86
1988-12-01,391.86
1988-12-02,390.87
1988-12-05,390.27
1988-12-06,392.13
1988-12-07,393.69
1988-12-08,393.06
1988-12-09,392.82
1988-12-12,392.94
1988-12-13,392.47
1988-12-14,392.21
1988-12-15,391.38
1988-12-16,391.66
1988-12-19,391.93
1988-12-20,392.94
1988-12-21,393.27
1988-12-22,393.50
1988-12-23,394.13
1988-12-26,.
1988-12-27,393.62
1988-12-28,392.14
1988-12-29,392.12
1988-12-30,392.52
1988-12-31,392.57
1989-01-02,.
1989-01-03,391.46
1989-01-04,391.38
1989-01-05,391.17
1989-01-06,391.23
1989-01-09,391.78
1989-01-10,392.22
1989-01-11,392.40
1989-01-12,392.53
1989-01-13,394.59
1989-01-16,395.06
1989-01-17,395.39
1989-01-18,396.23
1989-01-19,396.32
1989-01-20,395.84
1989-01-23,395.92
1989-01-24,397.37
1989-01-25,397.80
1989-01-26,397.12
1989-01-27,398.92
1989-01-30,398.59
1989-01-31,398.00
1989-02-01,398.16
1989-02-02,398.54
1989-02-03,398.37
1989-02-06,398.41
1989-02-07,398.41
1989-02-08,400.39
1989-02-09,397.59
1989-02-10,395.51
1989-02-13,395.69
1989-02-14,395.72
1989-02-15,395.58
1989-02-16,395.85
1989-02-17,396.09
1989-02-20,.
1989-02-21,396.41
1989-02-22,395.46
1989-02-23,394.52
1989-02-24,393.88
1989-02-27,394.21
1989-02-28,395.42
1989-03-01,396.36
1989-03-02,395.68
1989-03-03,396.19
1989-03-06,397.15
1989-03-07,397.40
1989-03-08,397.75
1989-03-09,397.93
1989-03-10,397.08
1989-03-13,397.08
1989-03-14,397.00
1989-03-15,397.42
1989-03-16,398.15
1989-03-17,393.97
1989-03-20,395.60
1989-03-21,394.33
1989-03-22,395.19
1989-03-23,395.85
1989-03-24,.
1989-03-27,396.24
1989-03-28,396.37
1989-03-29,397.29
1989-03-30,398.27
1989-03-31,397.63
1989-04-03,399.70
1989-04-04,399.79
1989-04-05,400.11
1989-04-06,400.21
1989-04-07,399.58
1989-04-10,399.23
1989-04-11,399.46
1989-04-12,399.41
1989-04-13,399.44
1989-04-14,401.25
1989-04-17,401.22
1989-04-18,403.44
1989-04-19,403.68
1989-04-20,401.95
1989-04-21,401.96
1989-04-24,402.85
1989-04-25,.
1989-04-26,.
1989-04-27,.
1989-04-28,404.67
1989-04-30,404.88
1989-05-01,403.20
1989-05-02,403.21
1989-05-03,403.87
1989-05-04,403.89
1989-05-05,406.27
1989-05-08,404.97
1989-05-09,404.19
1989-05-10,402.50
1989-05-11,403.06
1989-05-12,408.08
1989-05-15,410.69
1989-05-16,408.58
1989-05-17,409.24
1989-05-18,410.12
1989-05-19,412.27
1989-05-22,414.81
1989-05-23,414.96
1989-05-24,413.86
1989-05-25,413.91
1989-05-26,414.88
1989-05-29,.
1989-05-30,416.04
1989-05-31,417.30
1989-06-01,417.25
1989-06-02,420.98
1989-06-05,423.09
1989-06-06,423.17
1989-06-07,.
1989-06-08,425.53
1989-06-09,427.45
1989-06-12,427.86
1989-06-13,426.50
1989-06-14,426.85
1989-06-15,426.74
1989-06-16,424.64
1989-06-19,424.74
1989-06-20,424.90
1989-06-21,425.67
1989-06-22,424.88
1989-06-23,425.53
1989-06-26,427.75
1989-06-27,428.82
1989-06-28,428.95
1989-06-29,428.59
1989-06-30,430.18
1989-07-03,430.61
1989-07-04,.
1989-07-05,430.49
1989-07-06,430.65
1989-07-07,431.92
1989-07-10,432.77
1989-07-11,433.29
1989-07-12,433.29
1989-07-13,433.33
1989-07-14,432.88
1989-07-17,432.89
1989-07-18,432.06
1989-07-19,431.76
1989-07-20,433.09
1989-07-21,432.97
1989-07-24,433.24
1989-07-25,433.96
1989-07-26,434.34
1989-07-27,435.63
1989-07-28,437.43
1989-07-31,438.44
1989-08-01,440.09
1989-08-02,440.22
1989-08-03,439.67
1989-08-04,436.09
1989-08-07,435.18
1989-08-08,435.24
1989-08-09,434.78
1989-08-10,434.93
1989-08-11,434.65
1989-08-14,432.70
1989-08-15,431.45
1989-08-16,432.98
1989-08-17,433.16
1989-08-18,432.54
1989-08-21,433.01
1989-08-22,431.42
1989-08-23,431.21
1989-08-24,432.77
1989-08-25,432.61
1989-08-28,432.06
1989-08-29,431.81
1989-08-30,432.27
1989-08-31,432.73
1989-09-01,434.23
1989-09-04,.
1989-09-05,434.36
1989-09-06,434.36
1989-09-07,434.89
1989-09-08,435.22
1989-09-11,436.02
1989-09-12,436.23
1989-09-13,436.33
1989-09-14,436.53
1989-09-15,437.05
1989-09-18,437.56
1989-09-19,437.55
1989-09-20,437.09
1989-09-21,435.65
1989-09-22,435.49
1989-09-25,434.63
1989-09-26,434.32
1989-09-27,434.70
1989-09-28,434.65
1989-09-29,434.80
1989-09-30,434.91
1989-10-02,435.08
1989-10-03,435.84
1989-10-04,436.62
1989-10-05,437.18
1989-10-06,438.95
1989-10-09,440.42
1989-10-10,441.21
1989-10-11,440.36
1989-10-12,440.78
1989-10-13,441.60
1989-10-16,444.56
1989-10-17,442.52
1989-10-18,442.46
1989-10-19,442.98
1989-10-20,443.13
1989-10-23,443.32
1989-10-24,443.71
1989-10-25,444.33
1989-10-26,444.29
1989-10-27,443.94
1989-10-30,444.13
1989-10-31,443.91
1989-11-01,444.00
1989-11-02,444.44
1989-11-03,443.43
1989-11-06,442.10
1989-11-07,443.05
1989-11-08,443.76
1989-11-09,443.78
1989-11-10,443.66
1989-11-13,443.94
1989-11-14,444.35
1989-11-15,444.76
1989-11-16,445.06
1989-11-17,444.68
1989-11-20,444.82
1989-11-21,445.10
1989-11-22,445.89
1989-11-23,.
1989-11-24,446.24
1989-11-27,446.53
1989-11-28,446.20
1989-11-29,445.98
1989-11-30,446.53
1989-12-01,446.79
1989-12-04,446.93
1989-12-05,447.10
1989-12-06,447.09
1989-12-07,446.61
1989-12-08,446.90
1989-12-11,447.48
1989-12-12,447.49
1989-12-13,447.57
1989-12-14,447.96
1989-12-15,448.18
1989-12-18,448.61
1989-12-19,448.84
1989-12-20,448.71
1989-12-21,448.77
1989-12-22,448.33
1989-12-25,.
1989-12-26,447.08
1989-12-27,447.16
1989-12-28,447.54
1989-12-29,447.76
1989-12-31,447.98
1990-01-01,.
1990-01-02,447.92
1990-01-03,447.41
1990-01-04,447.33
1990-01-05,447.38
1990-01-08,447.31
1990-01-09,447.33
1990-01-10,447.22
1990-01-11,447.27
1990-01-12,446.53
1990-01-15,446.42
1990-01-16,444.89
1990-01-17,444.61
1990-01-18,443.81
1990-01-19,443.62
1990-01-22,443.97
1990-01-23,444.02
1990-01-24,442.01
1990-01-25,441.89
1990-01-26,441.02
1990-01-29,440.52
1990-01-30,440.02
1990-01-31,441.52
1990-02-01,441.86
1990-02-02,441.47
1990-02-05,441.27
1990-02-06,440.87
1990-02-07,440.77
1990-02-08,441.29
1990-02-09,442.67
1990-02-12,444.11
1990-02-13,443.94
1990-02-14,444.15
1990-02-15,443.65
1990-02-16,443.43
1990-02-19,.
1990-02-20,441.49
1990-02-21,440.87
1990-02-22,441.22
1990-02-23,442.11
1990-02-26,443.76
1990-02-27,444.57
1990-02-28,443.38
1990-03-01,442.10
1990-03-02,442.40
1990-03-05,441.88
1990-03-06,441.21
1990-03-07,442.10
1990-03-08,442.19
1990-03-09,441.64
1990-03-12,441.81
1990-03-13,441.19
1990-03-14,441.51
1990-03-15,442.00
1990-03-16,442.77
1990-03-19,443.77
1990-03-20,444.74
1990-03-21,445.07
1990-03-22,445.09
1990-03-23,445.41
1990-03-26,446.10
1990-03-27,446.21
1990-03-28,446.35
1990-03-29,445.96
1990-03-30,444.73
1990-03-31,444.85
1990-04-02,444.11
1990-04-03,444.31
1990-04-04,445.02
1990-04-05,446.08
1990-04-06,446.16
1990-04-09,446.08
1990-04-10,445.97
1990-04-11,445.59
1990-04-12,445.49
1990-04-13,.
1990-04-16,445.60
1990-04-17,444.28
1990-04-18,443.35
1990-04-19,442.44
1990-04-20,441.87
1990-04-23,441.16
1990-04-24,441.91
1990-04-25,440.53
1990-04-26,439.65
1990-04-27,439.44
1990-04-30,439.83
1990-05-01,439.63
1990-05-02,439.49
1990-05-03,439.98
1990-05-04,442.19
1990-05-07,442.26
1990-05-08,444.66
1990-05-09,444.33
1990-05-10,444.85
1990-05-11,446.59
1990-05-14,448.59
1990-05-15,449.05
1990-05-16,449.23
1990-05-17,449.26
1990-05-18,448.94
1990-05-21,448.61
1990-05-22,449.82
1990-05-23,451.02
1990-05-24,450.43
1990-05-25,449.23
1990-05-28,.
1990-05-29,450.56
1990-05-30,451.46
1990-05-31,451.99
1990-06-01,455.12
1990-06-04,456.31
1990-06-05,455.87
1990-06-06,455.98
1990-06-07,456.28
1990-06-08,454.66
1990-06-11,456.25
1990-06-12,456.68
1990-06-13,458.38
1990-06-14,458.88
1990-06-15,454.84
1990-06-18,456.78
1990-06-19,456.53
1990-06-20,455.80
1990-06-21,456.52
1990-06-22,456.68
1990-06-25,455.42
1990-06-26,456.41
1990-06-27,457.19
1990-06-28,458.35
1990-06-29,459.46
1990-06-30,459.58
1990-07-02,459.81
1990-07-03,460.38
1990-07-04,.
1990-07-05,460.24
1990-07-06,458.25
1990-07-09,457.53
1990-07-10,457.42
1990-07-11,457.49
1990-07-12,459.27
1990-07-13,460.41
1990-07-16,460.90
1990-07-17,461.11
1990-07-18,459.89
1990-07-19,459.93
1990-07-20,460.61
1990-07-23,460.76
1990-07-24,459.71
1990-07-25,460.75
1990-07-26,461.15
1990-07-27,462.80
1990-07-30,464.77
1990-07-31,465.58
1990-08-01,466.76
1990-08-02,465.09
1990-08-03,463.78
1990-08-06,459.89
1990-08-07,457.70
1990-08-08,457.82
1990-08-09,459.90
1990-08-10,459.83
1990-08-13,459.63
1990-08-14,460.11
1990-08-15,460.85
1990-08-16,458.74
1990-08-17,457.81
1990-08-20,457.96
1990-08-21,457.86
1990-08-22,456.37
1990-08-23,452.85
1990-08-24,451.77
1990-08-27,455.74
1990-08-28,454.87
1990-08-29,456.89
1990-08-30,456.62
1990-08-31,457.30
1990-09-03,.
1990-09-04,456.72
1990-09-05,457.40
1990-09-06,458.45
1990-09-07,459.74
1990-09-10,459.95
1990-09-11,459.14
1990-09-12,459.80
1990-09-13,459.83
1990-09-14,459.20
1990-09-17,458.68
1990-09-18,458.42
1990-09-19,458.78
1990-09-20,458.96
1990-09-21,457.23
1990-09-24,455.86
1990-09-25,456.68
1990-09-26,456.48
1990-09-27,457.51
1990-09-28,459.00
1990-09-30,459.24
1990-10-01,461.58
1990-10-02,462.79
1990-10-03,463.01
1990-10-04,463.90
1990-10-05,464.43
1990-10-08,463.89
1990-10-09,460.76
1990-10-10,459.38
1990-10-11,457.88
1990-10-12,459.70
1990-10-15,460.34
1990-10-16,460.12
1990-10-17,461.15
1990-10-18,462.55
1990-10-19,463.95
1990-10-22,464.31
1990-10-23,464.43
1990-10-24,464.05
1990-10-25,465.17
1990-10-26,465.13
1990-10-29,464.45
1990-10-30,462.98
1990-10-31,463.02
1990-11-01,464.82
1990-11-02,464.92
1990-11-05,466.16
1990-11-06,466.87
1990-11-07,465.93
1990-11-08,465.44
1990-11-09,467.07
1990-11-12,469.14
1990-11-13,469.74
1990-11-14,470.42
1990-11-15,470.06
1990-11-16,471.84
1990-11-19,470.94
1990-11-20,472.13
1990-11-21,473.59
1990-11-22,.
1990-11-23,473.45
1990-11-26,473.74
1990-11-27,473.82
1990-11-28,473.43
1990-11-29,472.54
1990-11-30,472.62
1990-12-03,474.30
1990-12-04,475.00
1990-12-05,475.52
1990-12-06,475.89
1990-12-07,478.72
1990-12-10,480.88
1990-12-11,481.65
1990-12-12,482.22
1990-12-13,481.27
1990-12-14,479.58
1990-12-17,480.51
1990-12-18,481.59
1990-12-19,481.44
1990-12-20,480.42
1990-12-21,479.47
1990-12-24,477.93
1990-12-25,.
1990-12-26,479.13
1990-12-27,480.18
1990-12-28,479.31
1990-12-31,481.00
1991-01-01,.
1991-01-02,483.49
1991-01-03,484.22
1991-01-04,483.31
1991-01-07,480.72
1991-01-08,480.33
1991-01-09,479.40
1991-01-10,479.83
1991-01-11,480.12
1991-01-14,478.95
1991-01-15,480.14
1991-01-16,479.30
1991-01-17,483.75
1991-01-18,484.50
1991-01-21,484.47
1991-01-22,484.59
1991-01-23,484.74
1991-01-24,485.72
1991-01-25,484.84
1991-01-28,485.25
1991-01-29,485.95
1991-01-30,485.47
1991-01-31,486.44
1991-02-01,489.82
1991-02-04,491.02
1991-02-05,492.07
1991-02-06,492.15
1991-02-07,492.46
1991-02-08,493.55
1991-02-11,494.26
1991-02-12,494.08
1991-02-13,494.57
1991-02-14,494.79
1991-02-15,494.76
1991-02-18,.
1991-02-19,494.78
1991-02-20,494.14
1991-02-21,493.41
1991-02-22,492.91
1991-02-25,493.22
1991-02-26,492.69
1991-02-27,492.71
1991-02-28,492.63
1991-03-01,491.28
1991-03-04,491.57
1991-03-05,492.18
1991-03-06,492.14
1991-03-07,492.78
1991-03-08,492.19
1991-03-11,492.95
1991-03-12,493.39
1991-03-13,494.25
1991-03-14,495.23
1991-03-15,493.39
1991-03-18,492.63
1991-03-19,490.50
1991-03-20,491.75
1991-03-21,493.07
1991-03-22,493.26
1991-03-25,494.09
1991-03-26,494.30
1991-03-27,496.08
1991-03-28,498.63
1991-03-29,.
1991-03-31,499.01
1991-04-01,498.89
1991-04-02,499.93
1991-04-03,499.56
1991-04-04,501.25
1991-04-05,501.57
1991-04-08,502.26
1991-04-09,501.64
1991-04-10,500.24
1991-04-11,500.22
1991-04-12,502.51
1991-04-15,504.27
1991-04-16,503.87
1991-04-17,505.41
1991-04-18,503.37
1991-04-19,502.59
1991-04-22,501.30
1991-04-23,501.45
1991-04-24,503.33
1991-04-25,503.86
1991-04-26,503.35
1991-04-29,504.47
1991-04-30,505.92
1991-05-01,506.95
1991-05-02,508.15
1991-05-03,506.67
1991-05-06,506.37
1991-05-07,506.72
1991-05-08,506.92
1991-05-09,506.97
1991-05-10,505.88
1991-05-13,506.47
1991-05-14,505.06
1991-05-15,505.72
1991-05-16,505.76
1991-05-17,506.55
1991-05-20,506.91
1991-05-21,507.46
1991-05-22,507.96
1991-05-23,507.30
1991-05-24,507.77
1991-05-27,.
1991-05-28,508.97
1991-05-29,509.39
1991-05-30,510.57
1991-05-31,510.31
1991-06-03,508.39
1991-06-04,508.77
1991-06-05,507.72
1991-06-06,506.22
1991-06-07,505.27
1991-06-10,505.21
1991-06-11,505.54
1991-06-12,504.13
1991-06-13,504.43
1991-06-14,505.59
1991-06-17,506.03
1991-06-18,505.81
1991-06-19,505.62
1991-06-20,507.10
1991-06-21,506.31
1991-06-24,506.37
1991-06-25,506.57
1991-06-26,506.59
1991-06-27,507.16
1991-06-28,509.67
1991-06-30,509.93
1991-07-01,509.62
1991-07-02,509.37
1991-07-03,509.98
1991-07-04,.
1991-07-05,508.79
1991-07-08,508.51
1991-07-09,508.26
1991-07-10,508.57
1991-07-11,509.63
1991-07-12,511.12
1991-07-15,511.35
1991-07-16,511.44
1991-07-17,510.41
1991-07-18,510.33
1991-07-19,511.26
1991-07-22,511.61
1991-07-23,511.25
1991-07-24,513.03
1991-07-25,514.57
1991-07-26,514.62
1991-07-29,515.44
1991-07-30,515.34
1991-07-31,516.68
1991-08-01,516.22
1991-08-02,519.91
1991-08-05,520.54
1991-08-06,522.73
1991-08-07,523.32
1991-08-08,522.89
1991-08-09,522.60
1991-08-12,523.54
1991-08-13,524.73
1991-08-14,526.88
1991-08-15,526.96
1991-08-16,527.39
1991-08-19,527.48
1991-08-20,528.16
1991-08-21,528.40
1991-08-22,529.24
1991-08-23,526.94
1991-08-26,526.49
1991-08-27,526.74
1991-08-28,529.01
1991-08-29,530.82
1991-08-30,528.76
1991-08-31,528.89
1991-09-02,.
1991-09-03,529.47
1991-09-04,529.36
1991-09-05,529.22
1991-09-06,530.62
1991-09-09,532.13
1991-09-10,532.16
1991-09-11,532.01
1991-09-12,533.69
1991-09-13,534.17
1991-09-16,535.41
1991-09-17,535.68
1991-09-18,535.86
1991-09-19,536.07
1991-09-20,536.80
1991-09-23,537.43
1991-09-24,537.39
1991-09-25,537.51
1991-09-26,537.93
1991-09-27,539.60
1991-09-30,540.06
1991-10-01,540.33
1991-10-02,540.27
1991-10-03,540.45
1991-10-04,542.27
1991-10-07,542.92
1991-10-08,542.54
1991-10-09,540.64
1991-10-10,538.87
1991-10-11,541.44
1991-10-14,542.19
1991-10-15,542.32
1991-10-16,542.73
1991-10-17,540.50
1991-10-18,540.94
1991-10-21,539.18
1991-10-22,538.16
1991-10-23,537.70
1991-10-24,539.09
1991-10-25,538.93
1991-10-28,539.84
1991-10-29,543.36
1991-10-30,544.23
1991-10-31,545.41
1991-11-01,546.02
1991-11-04,544.90
1991-11-05,543.94
1991-11-06,544.44
1991-11-07,546.03
1991-11-08,547.42
1991-11-11,547.97
1991-11-12,549.12
1991-11-13,548.07
1991-11-14,549.46
1991-11-15,549.50
1991-11-18,550.72
1991-11-19,550.32
1991-11-20,549.38
1991-11-21,549.54
1991-11-22,548.72
1991-11-25,548.95
1991-11-26,549.28
1991-11-27,549.49
1991-11-28,.
1991-11-29,550.21
1991-11-30,550.35
1991-12-02,552.02
1991-12-03,552.47
1991-12-04,554.83
1991-12-05,555.05
1991-12-06,555.44
1991-12-09,556.35
1991-12-10,557.02
1991-12-11,556.59
1991-12-12,557.30
1991-12-13,557.75
1991-12-16,557.42
1991-12-17,558.13
1991-12-18,558.17
1991-12-19,559.26
1991-12-20,563.09
1991-12-23,564.77
1991-12-24,564.88
1991-12-25,.
1991-12-26,565.69
1991-12-27,565.93
1991-12-30,567.37
1991-12-31,568.73
1992-01-01,.
1992-01-02,567.23
1992-01-03,566.88
1992-01-06,567.64
1992-01-07,568.93
1992-01-08,569.10
1992-01-09,568.55
1992-01-10,567.43
1992-01-13,565.53
1992-01-14,563.98
1992-01-15,564.16
1992-01-16,562.55
1992-01-17,562.69
1992-01-20,564.21
1992-01-21,565.29
1992-01-22,564.30
1992-01-23,563.14
1992-01-24,561.89
1992-01-27,561.80
1992-01-28,563.47
1992-01-29,562.03
1992-01-30,561.29
1992-01-31,561.97
1992-02-03,560.92
1992-02-04,562.27
1992-02-05,563.55
1992-02-06,564.35
1992-02-07,564.93
1992-02-10,564.76
1992-02-11,564.20
1992-02-12,564.20
1992-02-13,561.15
1992-02-14,560.65
1992-02-17,.
1992-02-18,559.71
1992-02-19,560.31
1992-02-20,561.27
1992-02-21,559.99
1992-02-24,559.96
1992-02-25,561.07
1992-02-26,562.56
1992-02-27,563.95
1992-02-28,565.56
1992-02-29,565.69
1992-03-02,564.25
1992-03-03,562.86
1992-03-04,563.39
1992-03-05,561.98
1992-03-06,562.32
1992-03-09,563.82
1992-03-10,565.00
